Branch Name,Branch Number,Address1,Branch City,Branch Province,PostalCode,Branch Country,Region Name,Latitude,Longitude,BranchJoinKey,Telephone1,Division Name,LOBName
Remarketing - Northern AB,133,"","",AB,,CA,CA West,,,1331,"",Northern Alberta Division,CA-CF
Remarketing - Ontario,187,"","",ON,,CA,CA Central,,,1871,"",South Central Ontario,CA-CF
Remarketing - Quebec,188,"","",QC,,CA,CA East,,,1881,"",Western Quebec,CA-CF
Remarketing - SK/MB,131,"","",SK,,CA,CA West,,,1311,"",Saskatchewan / Manitoba Division,CA-CF
Remarketing - Southern AB,132,"","",AB,,CA,CA West,,,1321,"",Southern Alberta Division,CA-CF
Rocky View - AG,301,292177 Crosspointe Road,Calgary,AB,T4A 0V3,CA,CA West,51.2028420726173,'-113.973025974212,3011,(403) 280-2200,Southern Alberta,CA-AG
Rosthern - AG,322,911 Saskatchewan Street,Rosthern,SK,S0K 3R0,CA,CA West,52.6670574014133,'-106.324461736068,3221,(306) 232-4852,Northern Saskatchewan,CA-AG
Rotorua,15,52 Vaughan Road,Rotorua,BOP,3040,NZ,New Zealand,'-38.1487663758736,176.272867890824,158,07 345 5490,North Island South - AG,NZ-AG
Rotorua - CF,27,250 Te Ngae Road,Rotorua,BOP,3040,NZ,New Zealand,'-38.1487495013536,176.273275586565,278,"",North Island South - CF,"NZ-CF,NZ-AG"
Saskatoon,102,800 60 St W,Saskatoon,SK,S7K 3N2,CA,CA West,52.1893702965821,'-106.68789510071,1021,306-664-4141,Saskatchewan / Manitoba Division,CA-CF
Saskatoon - AG,321,"1125 North Service Road, Highway 16 West",Saskatoon,SK,S7K 3J7,CA,CA West,52.2120871748683,'-106.714502347927,3211,(306) 933-3303,Northern Saskatchewan,CA-AG
Saskatoon - Collision - TT,55,2616 Northridge Dr,Saskatoon,SK,S7L 7L8,CA,CA West,52.1692027035693,'-106.667077301941,553,,Transportation SK,"CA-TT,CA-TT"
Saskatoon - TT,51,303 50 St East,Saskatoon,SK,S7K 6C1,CA,CA West,52.1697280575886,'-106.666210583964,513,(306) 242-3411,Transportation SK,"CA-TT,CA-TT"
Silverdale,22,2 Emirali Road,Silverdale,AUK,932,NZ,New Zealand,'-36.6143726970289,174.666855719035,228,09 427 9137,North Island North,"NZ-AG,NZ-CF"
Smithers,117,2905 RR5-TATLOW RD,Smithers,BC,V0J 2N5,CA,CA West,54.7656717389052,'-127.143683831135,1171,250-847-3236,Northern BC Division,CA-CF
South Central ON - TT,22,,,ON,,CA,CA Central,,,223,,Transportation ON,"CA-TT,CA-TT"
South West ON - TT,23,,,ON,,CA,CA Central,,,233,,Transportation ON,"CA-TT,CA-TT"
Southern SK - TT,62,,,SK,,CA,CA West,,,623,,Transportation SK,"CA-TT,CA-TT"
SRO - NZ,80,,,,,NZ,New Zealand,,,808,,,
St. Agathe,175,4863 Route 117,st-agathe des monts,QC,J8C 2Z8,CA,CA East,46.0711151772593,'-74.3123942554239,1751,"",Western Quebec,CA-CF
St. Augustin,165,"180, rue Rotterdam",Saint-Augustin-de-Desmaures,QC,G3A 1T3,CA,CA East,46.7611583169362,'-71.4526775286863,1651,"",Eastern Quebec,CA-CF
St. Georges,166,"3220, 127e Rue Est",Saint-Georges,QC,G5Y 6M5,CA,CA East,46.1316001684407,'-70.6465910284328,1661,"",Eastern Quebec,CA-CF
Stettler - AG,304,Highway 12 West,Stettler,AB,T0C 2L0,CA,CA West,52.3261024429403,'-112.76093255512,3041, (403) 742-4427,Central Alberta,CA-AG
Stoney Creek,158,760 South Service Road,Stoney Creek,ON,L8E 5M6,CA,CA Central,43.2275830028211,'-79.6877967206103,1581,"",Southwest Ontario,CA-CF
Stoney Creek - TT,14,924 South Service Rd,Stoney Creek,ON,L8E 6A2,CA,CA Central,43.2248268451804,'-79.6721920843873,143, (905) 643-1214,Transportation ON,"CA-TT,CA-TT"
Stratford,14,57-63 Juliet Street,Stratford,TKI,4332,NZ,New Zealand,'-39.339353001158,174.286689419142,148,06 765 5690,North Island South - CF,"NZ-CF,NZ-AG"
Sudbury,152,199 Mumford Road,Lively,ON,P3Y 0A4,CA,CA Central,46.4286019851533,'-81.1152192008654,1521,"",Northern Ontario,CA-CF
Sudbury - TT,19,"184 Fielding Road, Lively",Sudbury,ON,P3Y 1L6,CA,CA Central,46.4368620722705,'-81.0977225321126,193,(866) 220-6099,Transportation ON,"CA-TT,CA-TT"
Sunshine,10,588 Ballarat Road,Sunshine,VIC,3020,AU,Australia,'-37.7738201697619,144.809705446068,107,03 9363 8100,Metro Victoria,AU-AG
Surrey,114,9500 190TH ST,Surrey,BC,V4N 3S2,CA,CA West,49.1747725502173,'-122.695494196475,1141,604-882-8888,BC Coastal Division,CA-CF
Swift Current,184,73VR+XV,Swift Current,SK,S9H 3X4,CA,CA West,50.2943430875024,'-107.909102205216,1841,,Saskatchewan / Manitoba Division,CA-CF
Swift Current - TT,93,73VR+XV,Swift Current,SK,S9H 3X4,CA,CA West,50.2943430875024,'-107.909102205216,933,,Transportation SK,"CA-TT,CA-TT"
Sydney,143,667 Keltic Drive,Sydney,NS,B1L 1B6,CA,CA East,46.127929983794,'-60.255202973891,1431,"",Atlantic Division,CA-CF
Te-Puke,19,575 Jellicoe Street,Te-Puke,BOP,3119,NZ,New Zealand,'-37.7738176023767,176.308790332574,198,07 282 7235,North Island South - CF,"NZ-CF,NZ-AG"
Terang,2,Lot 3 Cobden Road,Terang,VIC,3264,AU,Australia,'-38.2497631162793,142.929329574922,27,03 5592 2388,Southwest Victoria,"AU-AG,AU-CF"
Terrace,122,102 - 5221 Keith Avenue,Terrace,BC,V8G 1L2,CA,CA West,54.513464069325,'-128.628100386972,1221,"",Northern BC Division,CA-CF
Thunder Bay,150,1450 West Walsh Street,Thunder Bay,ON,P7E 6H6,CA,CA Central,48.372739856923,'-89.3013375780447,1501,"",Northern Ontario,CA-CF
Timmins,151,4087 Highway 101 West,Timmins,ON,P4N 7X8,CA,CA Central,48.4515348944838,'-81.4403932798879,1511,"",Northern Ontario,CA-CF
Trochu - AG,302,102 - 1st Avenue North,Trochu,AB,T0M 2C0,CA,CA West,51.8241705344509,'-113.236677062534,3021,(403) 442-3982,Central Alberta,CA-AG
Trois-Rivières,167,"2000, rue Sidbec",Trois-Rivières,QC,G8Z 4H1,CA,CA East,46.3321022994997,'-72.582331289788,1671,"",Western Quebec,CA-CF
Used International Sales - AG,350,,Calgary,AB,,CA,CA West,,,3501,,Head Office Division - AG,CA-AG
Val-d'Or,163,"1400, 3rd Avenue Est",Val-d'Or,QC,J9P 0J6,CA,CA Central,48.0994618758211,'-77.7329334455286,1631,819-824-2345,Northern Ontario,CA-CF
Value Parts - Moncton,193,160 Urquhart Ave,Moncton,NB,E1H 2R5,CA,CA East,46.1284526408295,'-64.7522349000366,1931,,Head Office Division - CF,CA-CF
Value Parts - Prince George,183,1049 GREAT ST,Prince George,BC,V2N 2K8,CA,CA West,53.8793780383241,'-122.73834653544,1831,,Head Office Division - CF,CA-CF
Value Parts - Regina,123,"",Regina,SK,S4P 3R8,CA,CA West,50.4514756929064,'-104.495478080611,1231,"",Head Office Division - CF,CA-CF
Vapormatic,21,15 Darragh Road,Fielding,WKO,4775,NZ,New Zealand,'-40.2352629159011,175.567073781109,218,06 350 0042,North Island North,"NZ-CF,NZ-CF"
Vars - TT,25,275 Corduroy Rd,Vars,ON,K0A 3H0,CA,CA Central,45.3268828422475,'-75.3553399345757,253,,Transportation ON,"CA-TT,CA-TT"
Vernon,118,3104 48TH AVE,Vernon,BC,V1T 3R6,CA,CA West,50.2816663539225,'-119.272180044857,1181,"",Interior BC Division,CA-CF
Victoria,121,"",Saanichton,BC,V8M 1Z9,CA,CA West,48.566708243962,'-123.420319947106,1211,"",BC Coastal Division,CA-CF
Vittoria - TT,211,1150 Vittoria Rd,Vittoria,ON,N0E 1W0,CA,CA Central,42.7496261483697,'-80.3514363727608,2113,,,
Vulcan - AG,315,311 Service Road North,Vulcan,AB,T0L 2B0,CA,CA West,50.4087436847568,'-113.255683124534,3151,(403) 485-2231,Southern Alberta,CA-AG
Waipapa,16,1 Klinac Lane,Waipapa,NTL,230,NZ,New Zealand,'-35.211647889287,173.918432690147,168,09 407 0666,North Island North,"NZ-AG,NZ-CF"
Waipukurau,12,21 Peel Street,Waipukurau,HKB,4200,NZ,New Zealand,'-39.9933419269156,176.554403093309,128,06 858 8822,North Island South - CF,"NZ-CF,NZ-AG"
Watrous - AG,323,"Box 609, Hwy 2 South",Watrous,SK,S0K 0E1,CA,CA West,51.6761379732227,'-105.477767507283,3231,(306) 946-3362,Northern Saskatchewan,CA-AG
Whangarei,17,115 Kioreroa Road,Whangarei,NTL,110,NZ,New Zealand,'-35.7448409175806,174.325371571573,178,09 438 7228,North Island North,"NZ-AG,NZ-CF"
Whangarei - CF,23,"115 Kioreroa Road, Port Whangarei",Whangarei,NZ,110,NZ,New Zealand,'-35.7448538564114,174.325276156856,238,,North Island South - CF,NZ-CF
Whitby - TT,12,1311 Hopkins Street,Whitby,ON,L1N 2C2,CA,CA Central,43.8729231524581,'-78.9163212205818,123,(905) 665-8888,Transportation ON,"CA-TT,CA-TT"
Whitehorse,191,111 Jasper Road,Whitehorse,YK,,CA,CA West,,,1911,,Peace Area Division,CA-CF
Williams Lake,113,4610 RR2 MCRAE ST,Williams Lake,BC,V2G 5E9,CA,CA West,52.1662989874534,'-122.160921415928,1131,250-392-2901,Interior BC Division,CA-CF
Windsor,156,5655 Outer Drive,Windsor,ON,N9G 0C4,CA,CA Central,42.2341429075156,'-82.9843691909702,1561,"",Southwest Ontario,CA-CF
Windsor - TT,15,3795 Webster Drive,Windsor,ON,N9G 0C4,CA,CA Central,42.2344385621933,'-82.9836871033882,153,(519) 737-6999,South West ON,"CA-TT,CA-TT"
Winnipeg,103,3700 McGillivary Blvd,Winnipeg,MB,R3T 5S3,CA,CA West,49.804659653475,'-97.2434286756843,1031,204-231-2333,Saskatchewan / Manitoba Division,CA-CF
